LFQ intensity M10/S1	LFQ intensity M10/S2	LFQ intensity M10/S3	LFQ intensity M10/S5	LFQ intensity M11/G1	LFQ intensity M11/G2	LFQ intensity M11/G4	LFQ intensity M11/G5	LFQ intensity M12/S1	LFQ intensity M12/S4	LFQ intensity M13/G1	LFQ intensity M13/G2	LFQ intensity M13/G3	LFQ intensity M13/G4	LFQ intensity M13/G5	LFQ intensity M14/S3	LFQ intensity M14/S4	LFQ intensity M14/S5	LFQ intensity M15/S1	LFQ intensity M15/S10	LFQ intensity M15/S11	LFQ intensity M15/S2	LFQ intensity M15/S3	LFQ intensity M15/S4	LFQ intensity M15/S5	LFQ intensity M15/S6	LFQ intensity M15/S7	LFQ intensity M15/S8	LFQ intensity M15/S9	LFQ intensity M16/G1	LFQ intensity M16/G2	LFQ intensity M16/G3	LFQ intensity M16/G4	LFQ intensity M16/G5	LFQ intensity M17/G1	LFQ intensity M17/G2	LFQ intensity M17/G3	LFQ intensity M17/G4	LFQ intensity M17/G5	LFQ intensity M18/S1	LFQ intensity M18/S2	LFQ intensity M18/S3	LFQ intensity M18/S4	LFQ intensity M19/S1	LFQ intensity M19/S2	LFQ intensity M19/S3	LFQ intensity M19/S4	LFQ intensity M19/S5	LFQ intensity M19/S6	LFQ intensity M20/G1	LFQ intensity M20/G2	LFQ intensity M20/G3	LFQ intensity M20/G4	LFQ intensity M20/G5	LFQ intensity M20/G6	LFQ intensity M21/G2	LFQ intensity M21/G3	LFQ intensity M21/G4	LFQ intensity M23/G1	LFQ intensity M23/G10	LFQ intensity M23/G2	LFQ intensity M23/G3	LFQ intensity M23/G4	LFQ intensity M23/G5	LFQ intensity M23/G6	LFQ intensity M23/G7	LFQ intensity M23/G8	LFQ intensity M23/G9	LFQ intensity M24/S3	LFQ intensity M24/S4	LFQ intensity M24/S8	LFQ intensity M25/G1	LFQ intensity M25/G2	LFQ intensity M25/G3	LFQ intensity M25/G5	LFQ intensity M25/G6	LFQ intensity M25/G7	LFQ intensity M26/S1	LFQ intensity M26/S2	LFQ intensity M26/S3	LFQ intensity M26/S4	LFQ intensity M27/S1	LFQ intensity M27/S2	LFQ intensity M27/S3	LFQ intensity M27/S4	LFQ intensity M27/S5	LFQ intensity M27/S6	LFQ intensity M29/S1	LFQ intensity M29/S2	LFQ intensity M29/S3	LFQ intensity M29/S4	LFQ intensity M4/G1	LFQ intensity M4/G2	LFQ intensity M4/G3	LFQ intensity M4/G4	LFQ intensity M5/S1	LFQ intensity M5/S2	LFQ intensity M5/S3	LFQ intensity M5/S4	LFQ intensity M5/S5	LFQ intensity M5/S6	LFQ intensity M6/G1	LFQ intensity M6/G2	LFQ intensity M6/G3	LFQ intensity M6/G4	LFQ intensity M6/G5	LFQ intensity M6/G6	LFQ intensity M6/G7	LFQ intensity M6/G8	LFQ intensity M6/G9	LFQ intensity M7/S1	LFQ intensity M7/S3	LFQ intensity M7/S4	LFQ intensity M7/S5	LFQ intensity M7/S6	LFQ intensity M8/G1	LFQ intensity M8/G2	LFQ intensity M8/G3	LFQ intensity M8/G4	LFQ intensity M8/G5	LFQ intensity M8/G6	LFQ intensity M9/S1	LFQ intensity M9/S10	LFQ intensity M9/S11	LFQ intensity M9/S12	LFQ intensity M9/S3	LFQ intensity M9/S4	LFQ intensity M9/S6	LFQ intensity M9/S7	LFQ intensity M9/S8	LFQ intensity M9/S9	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS count	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names
424320000	659930000	873630000	1031300000	1234500000	721820000	760660000	972560000	814240000	907940000	504710000	630370000	645270000	868570000	778360000	666100000	762980000	587560000	635640000	732380000	639740000	766350000	974180000	607350000	783490000	1198100000	677070000	652740000	749820000	758470000	735630000	985210000	371230000	726620000	725760000	899540000	661460000	611920000	876560000	811310000	981110000	681650000	419780000	674570000	865470000	1043000000	951360000	770020000	845510000	763480000	797480000	731060000	955970000	771910000	869350000	920950000	948710000	846420000	501050000	609340000	953110000	586010000	542050000	795090000	919470000	384770000	570850000	855600000	692420000	740470000	698030000	837100000	668190000	766980000	1060100000	686970000	558920000	429370000	763980000	832470000	974820000	341790000	756680000	682480000	730000000	855420000	674920000	1105100000	1027400000	1108300000	1187100000	619030000	864850000	976420000	798990000	812300000	880410000	1134200000	836300000	1165200000	1288600000	1146300000	802000000	926560000	611650000	774620000	654470000	745890000	789330000	1001200000	688090000	1091000000	480170000	672140000	75107000	1485400000	804130000	604200000	664900000	807210000	725090000	868940000	867670000	999880000	792270000	936850000	718100000	807870000	562470000	1029900000	1062100000	93	93	89	50.5	50.5	47.5	158.39	0	323.31	51274000000	4774	A2AVJ7;Q99PL5;Q6ZPS0;Q8C7E8;Q8CAB9	A2AVJ7;Q99PL5;Q6ZPS0	Ribosome-binding protein 1	Rrbp1
5270900000	2370300000	4085500000	4417700000	5338200000	3528800000	4358400000	5355500000	3468100000	3388400000	3644700000	2719200000	3151000000	2994600000	3025800000	2641800000	3546300000	3641900000	3258000000	3317900000	3594700000	2678200000	4171100000	2524000000	4278100000	4464000000	3840000000	3095900000	3650300000	4261800000	4263800000	4373400000	3677100000	3810600000	3437800000	4020000000	2199800000	3311900000	3774700000	4971200000	4037600000	3792200000	3848500000	3681100000	4268600000	3845300000	5370900000	2998300000	4298600000	3167500000	2471400000	2942700000	3704400000	3446500000	3459600000	4082700000	4380700000	3795900000	3450400000	3620100000	4356300000	3253600000	3952500000	3662300000	3270100000	3597400000	3174500000	3759900000	3942600000	3012000000	3634200000	3964400000	2909800000	3424100000	4867800000	2651000000	3646400000	3795100000	3681100000	2916000000	3454200000	3242000000	3818600000	2633200000	3910300000	3784400000	2770800000	4972500000	4991400000	4473900000	4073600000	3159300000	3226000000	3506400000	3530600000	3341800000	3422700000	4844800000	3356300000	4927000000	5147500000	4871900000	4401000000	3637900000	3319100000	2923100000	3131400000	4048400000	3525500000	4298300000	3283000000	3930900000	3564300000	3260900000	2630200000	4587800000	3520400000	4536400000	2733900000	3129500000	4570400000	4183700000	3911100000	4613700000	3542000000	3496500000	2785000000	4449200000	3344900000	3612100000	4087000000	88	88	88	87.5	87.5	87.5	89.321	0	323.31	238000000000	8432	Q01853;Q8BNF8	Q01853;Q8BNF8	Transitional endoplasmic reticulum ATPase	Vcp
391380000	445850000	54396000	43527000	220850000	190680000	828280000	194410000	195050000	469950000	109310000	140530000	258960000	217180000	241930000	176030000	154070000	174090000	181320000	386250000	37972000	196390000	143550000	382770000	145530000	132770000	208990000	315620000	163410000	253880000	343410000	285500000	338590000	334950000	379990000	292430000	389620000	304950000	274860000	145280000	418240000	470500000	186370000	345310000	255240000	183350000	293340000	61386000	212160000	307550000	762020000	565770000	269490000	221130000	230900000	417010000	423770000	545670000	565370000	293550000	377900000	245940000	783310000	211750000	136890000	281830000	375450000	174080000	361620000	270510000	370100000	216970000	341720000	175780000	275360000	785050000	216350000	628960000	100470000	163600000	151920000	266090000	269810000	340860000	212650000	234090000	230810000	179470000	288840000	167850000	295040000	239430000	175610000	251970000	223020000	365550000	156700000	130060000	129920000	198830000	184300000	136410000	265030000	104550000	384830000	287410000	384550000	222000000	357840000	251070000	320600000	275850000	284480000	380820000	220650000	323250000	142640000	291160000	380240000	169560000	340290000	257280000	420760000	256190000	249620000	288940000	223830000	362280000	249920000	257460000	92726000	83	83	83	44.6	44.6	44.6	272.22	0	323.31	17595000000	1917	A0A0U1RNJ1;P19096;Q3UHT6;Q3TB22;O89060;A0A0U1RPP5	A0A0U1RNJ1;P19096;Q3UHT6;Q3TB22	Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase	Fasn
889440000	577070000	628070000	728460000	841760000	667510000	815780000	953110000	706830000	724750000	584700000	589840000	681430000	588570000	571630000	524060000	541200000	638960000	656810000	623560000	645830000	656140000	699210000	494650000	738390000	680440000	672100000	584990000	675350000	609210000	704080000	747720000	361340000	672490000	667290000	754430000	463710000	674920000	738240000	550360000	571150000	578890000	333460000	704880000	699960000	758810000	783210000	512340000	708130000	675270000	560100000	685050000	670220000	674850000	724070000	976900000	707920000	804480000	486710000	669880000	639540000	516310000	542060000	746440000	615430000	322140000	676270000	731390000	712170000	577040000	585410000	711360000	508180000	567380000	856950000	546990000	618550000	525700000	527560000	579480000	698480000	79126000	601910000	587470000	638590000	673330000	517160000	836450000	867410000	777230000	698630000	560450000	687090000	680390000	631610000	684090000	706240000	784310000	614520000	727900000	1010400000	768140000	775700000	698260000	667820000	590400000	652640000	755860000	665460000	770490000	669720000	677930000	407040000	638240000	91893000	1019000000	673570000	739810000	567000000	648360000	764470000	758240000	678490000	688990000	768940000	732470000	654520000	662800000	557430000	722200000	782040000	81	81	81	65.4	65.4	65.4	141.74	0	323.31	42622000000	3819	Q3U4Z7;Q8VDJ3;Q3V1M8;A0A087WP83;Q8BX68;A0PJE9;A0A087WS92;A0A087WPC5;A0A087WQY9;A0A087WPH2	Q3U4Z7;Q8VDJ3;Q3V1M8;A0A087WP83	Vigilin	Hdlbp
4293700000	23837000000	2025000000	376180000	759860000	2473400000	905080000	463050000	1273300000	6972200000	737830000	759330000	3089000000	2137900000	3433100000	2794400000	2242500000	1369200000	4556400000	2957700000	512100000	2263000000	862530000	1234800000	831870000	1658900000	1343000000	1207800000	637160000	3097700000	1513100000	1404900000	5230600000	1060500000	6137700000	3125700000	19433000000	3708300000	4919500000	1931700000	1892200000	2925500000	5007000000	1290500000	1977200000	1914600000	852460000	114430000	415390000	4067800000	7943400000	5141600000	2406000000	2491400000	2376900000	1191600000	1450900000	1432600000	773330000	849210000	1266900000	2852000000	724000000	7263900000	1720000000	8941700000	1440200000	2062400000	1355500000	11098000000	1140600000	750060000	598160000	10331000000	794000000	14310000000	3381400000	71999000	5214100000	942520000	1108900000	6157900000	1314700000	4984400000	1297600000	1235600000	5265500000	1085200000	1884500000	847270000	619480000	6889600000	851090000	1167900000	2208300000	4871000000	3438100000	1542500000	654250000	2486600000	514010000	1206800000	2008000000	827440000	3753900000	4106600000	7496000000	1930100000	3094800000	1944900000	5174000000	1919800000	3888400000	1849000000	22329000000	1445400000	1428800000	760370000	867620000	1282700000	646720000	523620000	1655000000	1138500000	1993800000	220020000	889570000	567930000	2328600000	1172300000	535470000	82	82	81	83.2	83.2	82	77.837	0	323.31	149000000000	5947	P08071;Q4FJR3;Q3TP24;Q3UBV2;B8YJF9;Q5MJE7;A0A0G2JEA3;A0A0G2JFM6;A0A0G2JDN0;A0A0G2JGN1;A0A0G2JGX1	P08071;Q4FJR3;Q3TP24;Q3UBV2;B8YJF9	Lactotransferrin	Ltf
787590000	415790000	1147800000	262630000	133650000	955790000	110970000	364980000	643420000	476150000	959200000	728780000	954200000	340100000	957750000	1073500000	1434800000	946260000	1213600000	1357100000	555590000	892230000	772910000	250280000	223780000	635790000	577940000	722420000	880730000	343780000	261920000	266350000	310050000	137780000	1425700000	982840000	683630000	790620000	1276600000	53539000	13361000	24724000	31884000	470550000	662750000	919080000	910150000	439500000	1059200000	959160000	467880000	391510000	1554800000	1209300000	994710000	438360000	599950000	406300000	595340000	489060000	580220000	276500000	659080000	667240000	1032500000	11496000	768090000	1072200000	304870000	876540000	542090000	446770000	286330000	518840000	378050000	942080000	678140000	133660000	418850000	892320000	1505900000	35493000	287030000	650020000	322390000	689640000	657070000	235620000	200990000	750180000	339910000	858780000	1169600000	849550000	1034100000	696570000	696430000	415870000	523950000	596930000	560590000	78116000	551230000	1010400000	568620000	612900000	642010000	799660000	510460000	815580000	460730000	382220000	10171000	592590000	4297600	703320000	556460000	225120000	662680000	898890000	590640000	419020000	521010000	562740000	1161700000	487140000	380760000	487740000	610610000	460460000	726110000	78	78	78	74.7	74.7	74.7	141.37	0	323.31	40711000000	3935	B7ZN28;Q9EPX2	B7ZN28;Q9EPX2	Papilin	Papln
763230000	469990000	462480000	266320000	354970000	591620000	405080000	352380000	545080000	628700000	650460000	984450000	812620000	596100000	806120000	593270000	813010000	905260000	877940000	968730000	631650000	859530000	515350000	365920000	414200000	652530000	796700000	1031900000	945460000	605140000	696980000	575720000	719790000	544390000	852870000	843680000	570290000	802010000	779950000	467330000	442910000	421340000	729140000	754990000	536340000	764870000	614390000	907730000	1071400000	950350000	609210000	581210000	848750000	965350000	841680000	704680000	543770000	539280000	557440000	484220000	441540000	368100000	455950000	874350000	846470000	549780000	983990000	876480000	506400000	687050000	402000000	472320000	449020000	713480000	406650000	641410000	514300000	434720000	542450000	754750000	697450000	706370000	603590000	782290000	541300000	577280000	607110000	465110000	413140000	504150000	459410000	636530000	942850000	749490000	1051600000	684090000	654060000	332670000	727620000	612100000	308360000	413840000	445740000	673410000	757190000	538170000	746610000	585310000	740250000	654580000	549360000	615190000	480050000	761610000	759860000	804530000	428630000	572320000	1164400000	807810000	634580000	805770000	569290000	663300000	952080000	677660000	816680000	715340000	1061100000	682720000	736430000	80	80	76	70.8	70.8	69.3	116.72	0	323.31	42346000000	3548	Q64727;Q9ESQ3	Q64727	Vinculin	Vcl
202760000	0	0	4769500	68223000	13878000	2935800	5542700	8194600	482790000	15780000	116520000	168910000	232570000	240410000	10287000	55302000	118140000	204020000	482430000	0	66268000	4219200	5698300	33166000	25516000	422210000	1054800000	196420000	35300000	4971500	16059000	5515900	3154400	624440000	256370000	394670000	309890000	353100000	6484300	0	0	7619900	84498000	5109300	40922000	3004100	133990000	520070000	282290000	90634000	87333000	307570000	314890000	269130000	10065000	85863000	26814000	14604000	5532000	57466000	101200000	23299000	270160000	213570000	0	412750000	64078000	22835000	166660000	21277000	2127400	4092800	44476000	5493900	83729000	8611600	2765100	14004000	15413000	7272800	0	10999000	29553000	4086300	23416000	15381000	5853900	2068500	26515000	5630700	13920000	101520000	79542000	146190000	136860000	57106000	0	45554000	3439800	6630900	0	14133000	102310000	543240000	105990000	78557000	36632000	90552000	108990000	5523100	2497400	8565100	113120000	0	10272000	4648000	5425500	1160700000	84425000	227090000	70561000	10745000	77649000	206680000	135120000	104110000	148500000	342110000	64185000	9868700	94	77	75	49.2	43.1	41.6	228.27	0	323.31	7125400000	861	Q69ZX3;E9QPE7;O08638	Q69ZX3;E9QPE7;O08638	Myosin-11	Myh11
2829100000	1652400000	3915800000	5185500000	5574700000	2405500000	3448900000	3482300000	3392600000	3189300000	2822200000	4010700000	2826000000	2552500000	3183000000	2884300000	3530000000	2910500000	3025000000	3260500000	3388300000	3487600000	4990900000	2997100000	4390200000	6119700000	3433200000	3155400000	4065600000	3864400000	3416100000	3378300000	2112500000	4142100000	3655300000	3496000000	2004300000	3302400000	3050800000	6838700000	5732400000	4855500000	4755800000	3552800000	3272500000	3892300000	3272000000	5702400000	4665500000	2291200000	2442000000	3140000000	3283400000	3234500000	3702900000	3125900000	3391200000	2264000000	2368500000	4110000000	2692200000	4886100000	2374200000	3743100000	2961300000	3853200000	2815000000	3444000000	4542800000	3123000000	3312500000	3748800000	3167400000	3900500000	4048100000	2709700000	2782300000	4764800000	5982600000	4612700000	4296200000	2877800000	5411500000	2850700000	4392000000	3463900000	3045600000	5341800000	6891200000	3167600000	4703100000	3652600000	3125300000	3278500000	3005300000	2758800000	3205600000	6266600000	4628600000	4559800000	5140000000	5360500000	3406500000	4113800000	2739900000	2977700000	2845000000	3900700000	2720900000	4028800000	3279200000	5293000000	4673700000	3430800000	1537400000	3309300000	3458600000	5585800000	2776300000	3638200000	5072300000	5069800000	2651900000	3832400000	2801000000	3309300000	5280400000	4448000000	3156100000	4103100000	4441300000	75	75	75	61.1	61.1	61.1	76.75	0	323.31	227000000000	6154	Q3TL52;P09405;Q8CD23;Q3TGR3;Q3TT41;Q8CE30;Q9CT46;A0A087WRM5	Q3TL52;P09405;Q8CD23;Q3TGR3;Q3TT41;Q8CE30	Nucleolin	Ncl
477910000	359620000	119730000	62589000	126320000	269510000	246850000	186350000	247410000	479330000	191780000	345890000	299550000	352350000	386640000	239200000	226410000	305930000	297300000	499450000	43104000	332750000	129720000	266350000	194730000	167750000	296800000	523930000	287620000	226140000	308390000	272730000	269200000	275600000	421270000	372580000	304050000	436090000	410480000	133970000	180570000	233020000	109940000	379620000	274630000	297350000	280570000	167410000	392020000	497480000	419640000	460280000	365400000	465150000	402470000	414000000	362480000	585660000	285600000	242640000	269160000	185050000	355050000	362070000	315640000	180440000	541970000	302220000	272640000	347600000	194980000	233620000	197000000	364440000	220520000	397620000	271180000	384470000	133280000	214740000	206750000	59306000	210760000	371750000	185190000	244750000	243220000	282270000	266260000	233830000	265250000	287910000	384690000	383830000	278800000	345140000	209360000	131290000	202120000	180580000	171710000	142470000	256750000	269780000	371940000	335680000	344070000	248400000	468580000	263370000	250700000	251460000	122270000	387550000	196120000	283050000	220930000	226690000	545780000	294110000	417950000	312350000	391960000	270440000	426420000	316290000	241650000	404690000	309340000	328320000	229540000	83	83	74	43.1	43.1	39.9	269.82	0	323.31	18703000000	2515	P26039;Q3UHS6;Q80TM2;Q0V930;Q3TBC3;Q8C9Z8;A2AIM2;F6S1V7;F6SX70	P26039;Q3UHS6;Q80TM2;Q0V930	Talin-1	Tln1
0	0	0	0	493640	2824800	0	0	661700	0	13359000	0	3561200	2602200000	0	1038600	858640	0	4080900	833660	3054900	0	0	0	0	0	0	992630	0	0	0	0	0	0	0	0	20431000	805160	0	0	0	0	2027200	0	0	0	0	0	0	0	804750	20262000	0	2824200	0	0	0	22577000	0	0	627950	1481900	0	0	0	0	734680	0	0	15015000	0	8549900	14777000	0	763120	0	0	0	1081600	0	0	0	0	0	0	0	1024700	0	0	0	1254400	0	0	759120	755950	1017900	881680	0	0	0	0	0	0	0	0	3364400	0	899060	8560700	0	0	0	0	0	0	0	0	0	798270	0	0	0	9059400	0	0	0	0	0	0	1952000	0	71	71	71	54	54	54	185.46	0	254.29	1270900000	140	Q62234;Z4YJF5	Q62234;Z4YJF5	Myomesin-1	Myom1
272280000	1017600000	122100000	188860000	149900000	214690000	163390000	230610000	112420000	236470000	67232000	23268000	170500000	78292000	49149000	156390000	149490000	104670000	203490000	238130000	65699000	112600000	201840000	673560000	130850000	688620000	117830000	141040000	66057000	1373800000	498650000	372560000	4344700000	453970000	220620000	179750000	320430000	126870000	187500000	966130000	360420000	309980000	1487200000	98460000	103020000	137870000	165020000	30423000	212190000	314750000	582140000	575670000	156230000	165330000	163260000	138580000	181410000	225890000	383010000	247470000	136030000	107680000	261940000	171200000	198960000	2325400000	131690000	119450000	125500000	357700000	736370000	122240000	82157000	420100000	167450000	256620000	147540000	129210000	788310000	95749000	146050000	3820800000	436700000	238340000	572390000	98596000	273360000	135680000	366230000	210700000	536970000	235560000	113120000	99000000	142750000	227020000	232720000	26017000	67286000	472010000	26250000	295090000	187470000	76658000	186180000	173590000	273630000	111680000	418320000	220360000	264240000	945990000	3029500000	208550000	5710300000	54841000	88221000	470500000	83691000	165620000	95411000	164030000	231260000	257090000	150320000	113230000	157410000	639610000	782720000	294560000	109130000	69	69	69	77.3	77.3	77.3	90.806	0	323.31	20579000000	1986	Q3V1T9;P20918;Q6TCI0;CON__P06868	Q3V1T9;P20918;Q6TCI0	Plasminogen;Plasmin heavy chain A;Activation peptide;Angiostatin;Plasmin heavy chain A, short form;Plasmin light chain B	Plg
681700000	672210000	346780000	271730000	606210000	564790000	985270000	695080000	468720000	665600000	393090000	578780000	440910000	626460000	588750000	303760000	295670000	565470000	500480000	563430000	200040000	546630000	331840000	855100000	600860000	376830000	539760000	806290000	488780000	558830000	786610000	622790000	479650000	726570000	676750000	568870000	572470000	718500000	612710000	379200000	565350000	700880000	279850000	718910000	574540000	492350000	652230000	350840000	475190000	550540000	468050000	713120000	518870000	510610000	654860000	922410000	766650000	821750000	642960000	696280000	571940000	520840000	695150000	521860000	330030000	307040000	766700000	511730000	800150000	418940000	632500000	545660000	665660000	495500000	479200000	647760000	676610000	1023300000	260630000	624280000	440980000	196040000	526370000	675370000	585030000	580100000	396360000	716260000	832790000	516480000	675720000	471990000	559600000	650390000	424800000	743670000	517830000	450000000	549470000	347310000	794380000	540490000	532910000	406550000	629730000	599200000	605720000	571490000	624040000	431360000	490440000	583610000	383320000	760310000	120880000	942600000	568400000	616520000	668050000	533250000	781910000	672050000	760110000	583540000	661510000	737480000	597030000	581180000	518130000	604430000	445150000	67	67	67	69.3	69.3	69.3	102.03	0	323.31	36297000000	2655	Q3TW51;Q78PY7;Q3UZI3;Q3TRW3;Q3TJ56;E9Q3E9	Q3TW51;Q78PY7;Q3UZI3;Q3TRW3;Q3TJ56	Staphylococcal nuclease domain-containing protein 1	Snd1
89964000	215330000	0	0	28890000	40998000	102570000	35402000	25875000	222470000	15442000	25269000	18105000	58659000	103490000	31053000	20775000	40781000	24052000	98907000	23332000	55618000	20362000	147570000	25915000	21817000	51286000	145790000	27016000	38678000	74068000	36906000	72460000	58494000	95196000	50694000	52632000	106140000	104530000	23981000	53416000	103140000	45434000	71197000	50757000	15462000	47176000	26510000	29391000	137620000	91759000	152290000	153640000	74011000	45817000	135050000	145690000	239270000	187480000	57457000	197590000	38623000	406780000	45921000	13858000	57751000	126190000	26001000	62111000	41865000	43951000	26498000	163870000	31396000	46474000	102990000	71790000	176070000	36203000	26038000	18431000	120180000	59850000	125600000	30171000	29836000	26616000	31818000	26643000	17293000	78352000	40417000	49487000	53747000	11931000	138370000	48850000	12474000	20621000	47587000	23831000	12344000	75746000	34586000	107110000	49472000	77043000	22751000	52263000	43553000	41508000	48754000	74630000	109320000	29865000	114360000	26598000	97910000	186650000	59857000	132790000	38358000	107650000	65344000	72660000	37013000	34976000	83584000	76234000	63880000	0	66	66	66	17.2	17.2	17.2	532.04	0	139.22	4418600000	440	Q9JHU4;Q80U36;Q8C6T5;Q923F5;F6ZX84;Q3TAZ3;Q3UA73;O70182;O08821	Q9JHU4;Q80U36	Cytoplasmic dynein 1 heavy chain 1	Dync1h1
2380500000	3281000000	1297800000	1517900000	2326500000	2422000000	4569100000	2306500000	2044200000	3146700000	1964800000	2168800000	2289400000	2999100000	2584400000	1530100000	1773600000	2666400000	2136100000	2949600000	2033900000	2023800000	1560500000	3111600000	2331400000	1964600000	2699700000	3005600000	1891800000	2620300000	3783300000	2764800000	2779300000	2587600000	3032600000	2966400000	1872000000	3387400000	2719500000	2021100000	3347600000	4481000000	1480500000	3639000000	2125200000	2396900000	3007000000	1376400000	2457100000	2987900000	2634400000	3168700000	2336100000	2561000000	2623600000	4957300000	3502500000	4140300000	3344000000	2395600000	2494700000	2327100000	3526600000	2572400000	1871100000	2641000000	4053300000	2107200000	3434600000	2009900000	2778500000	2109200000	2072500000	2234900000	2408600000	2189900000	3202100000	4509400000	1854200000	1868300000	1970200000	1832500000	3444400000	2601200000	2999900000	2307600000	2173700000	3268500000	3498900000	2359300000	2747700000	2215300000	2285600000	2658400000	2141000000	3142300000	2070500000	2018200000	1562500000	2014000000	2328200000	2533000000	2492300000	1984300000	3251100000	2450000000	3149400000	2305500000	3059100000	2377100000	2466400000	3360600000	2616700000	2695500000	1880900000	2673000000	1814300000	3526100000	3101700000	1962600000	4330900000	2927100000	3505700000	2726400000	3126900000	3571400000	2021300000	3478100000	2615500000	2954800000	1811500000	68	68	66	72.6	72.6	71.4	95.256	0	323.31	167000000000	5667	Q8BMA8;P58252;Q3UZ14;Q3UMI7;Q3UDC8;Q3TK17;Q6P9L9;Q8C153;Q3UBL9;Q3TX47;Q3TWX1;Q3TW58;Q3TLB1;Q3TJZ1;Q3TSK4;Q3TPG2;Q99LT6;Q61509;O89069;O89070	Q8BMA8;P58252;Q3UZ14;Q3UMI7;Q3UDC8;Q3TK17;Q6P9L9;Q8C153;Q3UBL9;Q3TX47;Q3TWX1;Q3TW58;Q3TLB1;Q3TJZ1;Q3TSK4	Elongation factor 2	Eef2
974120000	948060000	1222400000	658980000	1263000000	1368300000	1337400000	1229900000	1624800000	2098200000	1221100000	2273900000	1396300000	1371900000	1827500000	1291100000	1289000000	1523600000	1430800000	1794700000	737570000	2007500000	1089300000	1677200000	1113800000	1180900000	1120300000	1790800000	1332500000	1562000000	1414700000	1373300000	1403900000	1378000000	2539600000	1339000000	2440000000	2062100000	2081300000	1365000000	1347200000	1413600000	1399600000	1721600000	1536800000	1468800000	1454000000	1335000000	1598100000	1461700000	1576000000	1809400000	1600200000	1757500000	2115600000	1619000000	1853200000	1608800000	1503600000	1215200000	1222200000	1286800000	2214200000	1566300000	1404900000	1047600000	1843600000	1598900000	1504000000	1210000000	1435100000	1066900000	1158400000	1470500000	1698400000	1514100000	1592600000	2293600000	924120000	1703900000	1499200000	1305800000	1733400000	1822100000	1114100000	1699700000	1221000000	1154100000	1213700000	980660000	1127200000	1946500000	1843900000	2055400000	1308500000	1325600000	1258300000	1260100000	1392600000	1553400000	1385000000	931770000	1544500000	1590000000	1256000000	1503800000	1435000000	1468800000	1708600000	1661400000	1042600000	1333500000	1239200000	1691600000	763900000	1497300000	1569200000	962640000	1900600000	1522400000	2448000000	1698600000	1511200000	1374300000	1565900000	1679400000	1710000000	2052000000	1301700000	1721200000	1233200000	77	75	66	83.3	83.3	76	66.785	0	323.31	93314000000	5086	P14733;Q8C553	P14733;Q8C553	Lamin-B1	Lmnb1
10237000000	3927500000	3705500000	1921500000	2824300000	4495900000	4807000000	4160700000	4706500000	5033600000	4779000000	5027000000	4984800000	3508500000	4725400000	4052400000	3650100000	5460900000	4828100000	5007400000	2950800000	4876200000	2933100000	5069300000	3727700000	3472400000	4500600000	4491000000	3374300000	3685600000	5256200000	3831400000	3252800000	3494200000	5591300000	6047700000	2523500000	5927100000	5288800000	3136900000	4542200000	5375900000	3033900000	5238700000	4935500000	4217700000	4529400000	2416000000	3403800000	4884700000	4165300000	4466300000	4824400000	4998600000	4548400000	5163100000	5201200000	5762300000	6760400000	4551700000	4652700000	1462700000	5541200000	4060700000	4752400000	3223700000	6068600000	5165700000	5114500000	3431100000	3799600000	3498100000	2991800000	4325400000	3664100000	5151400000	5024800000	6339700000	3048500000	4225800000	4648600000	2437700000	3519300000	5798200000	5189300000	4805700000	4006500000	4569800000	3671400000	4409000000	4105600000	4438200000	5265700000	5819600000	5653300000	6369800000	4953500000	2390800000	3447200000	3160200000	4214700000	3925000000	5714000000	3009900000	5165800000	4096200000	5916000000	4860600000	5192300000	4305700000	4776400000	3709700000	2923700000	5203000000	3113900000	5898200000	4246800000	5429300000	4795900000	4013600000	5868600000	4580400000	5289900000	4314700000	6186500000	5651700000	3699100000	5113300000	4749100000	4345800000	3919900000	67	67	66	90.7	90.7	90.7	67.63	0	323.31	284000000000	7314	P40142;E0CY51;Q9Z2L5;O55021	P40142	Transketolase	Tkt
